StartDate,StartTime,EndTime,Cycle,Animal,Age_months,Genotype,id_code,Sex,InitMass_g,BP_kPa,EvniroLightLux,TempC,RH_pct,AC2_TempC,Avg_EE,Tot_EE,Avg_VO2,Avg_VCO2,Avg_RQ,Avg_VH2O,R_EE_30,R_RER_30,QR_EE_30,QR_RER_30,A_EE_15,A_RER_15,QA_EE_15,QA_RER_15,UptakeA_g,UptakeA_N,UptakeA_Sum,UptakeA_min,InterUptakeA_min,uptakeW_g,uptakeW_N,uptakeW_Sum,uptakeW_min,InteruptakeW_min,BodyMass_g,BodyMass_SD,YBreaks,XBreaks,ZBreaks,AllMeters,PedMeters,PedSpeed,Walk_pct,Still_pct,Sleep_pct,Sleep_hrs
5/23/23,2:00:00,2:30:00,43,5,.,.,.,.,.,99.73267,0,.,.,24.797,0.6267102,0.3133585,2.142563,1.809521,0.8443844,0.2776889,0.6267151,0.8443933,0.6267151,0.8443933,0.6556208,0.8523189,0.6489525,0.8383855,0.07272339,2,0.1454468,12.66667,2.733333,0.04154968,4,0.1661987,1.275,5.266667,21.72981,0.01969717,1717,1861,764,45.59558,44.44531,0.04433844,70.794,21.21044,9.661299,0.04833326
5/23/23,2:00:00,2:30:00,43,6,.,.,.,.,.,99.73267,0,.,.,24.28858,0.4905107,0.2452515,1.701918,1.32723,0.7808157,0.221496,0.4905015,0.7808161,0.4905015,0.7808161,0.5067521,0.7842433,0.4806059,0.7673856,0.04852295,1,0.04852295,28.51667,0,0.03020223,3,0.09060669,0.5277778,8.616667,19.57937,0.01107184,1853,1641,941,29.07483,26.71777,0.03395076,61.02166,6.60744,0,0
5/23/23,2:00:00,2:30:00,43,7,.,.,.,.,.,99.73267,0,.,.,24.55245,0.3033538,0.1516754,1.063591,0.7814531,0.7307257,0.1830736,0.3034075,0.7307464,0.3034075,0.7307464,0.3557169,0.7574453,0.3557169,0.7574453,0,0,0,0,0,0,0,0,0,0,19.15345,0.000310099,645,591,6,2.083679,0.800415,0.009519899,6.940588,66.5186,48.80622,0.2440259
5/23/23,2:00:00,2:30:00,43,8,.,.,.,.,.,99.73267,0,.,.,24.06429,0.3002543,0.1501193,1.066947,0.7227849,0.6778603,0.2036439,0.3002299,0.6778572,0.3002299,0.6778572,0.3024397,0.6813063,0.2978108,0.6742792,0,0,0,0,0,0,0,0,0,0,20.55209,0.008937966,240,118,0,0.1962891,0.01275635,0.003463745,0.2220988,94.66963,77.67907,0.3884751
5/23/23,2:00:00,2:30:00,43,9,.,.,.,.,.,99.73267,0,25.56305,40.75453,24.94126,0.4684579,0.2342275,1.635512,1.231537,0.7532314,0.2341964,0.4684578,0.7532222,0.4684578,0.7532222,0.4723388,0.7528585,0.4669949,0.7469992,0.02856445,1,0.02856445,16.66667,0,0,0,0,0,0,19.65565,0.009169392,1455,1085,1065,14.41882,11.5311,0.03195582,36.47973,5.77457,0,0
5/23/23,2:00:00,2:30:00,43,10,.,.,.,.,.,99.73267,0,.,.,24.33823,0.5480699,0.2740459,1.86856,1.600816,0.8552971,0.2811592,0.5480862,0.8553028,0.5480862,0.8553028,0.6101303,0.8653713,0.6076484,0.865105,0.05931091,2,0.1186218,12.225,3.466667,0.09356689,2,0.1871338,1.9,8.7,22.27967,0.0390577,1521,1276,723,24.97012,23.21921,0.03451414,49.02832,27.76235,16.04664,0.08013888
5/23/23,2:00:00,2:30:00,43,11,.,.,.,.,.,99.73267,0,.,.,24.72184,0.4762593,0.2381344,1.62472,1.387553,0.8532878,0.1892581,0.4762399,0.8532755,0.4762399,0.8532755,0.5074449,0.8519533,0.4722644,0.8430337,0.2384033,1,0.2384033,13.21667,0,0.1059952,4,0.4239808,2.091667,4,20.28553,0.03712204,1760,1531,714,37.88226,36.39215,0.06222264,43.47585,12.93726,2.498612,0.0125
5/23/23,2:00:00,2:30:00,43,12,.,.,.,.,.,99.73267,0,.,.,24.47696,0.5183918,0.2591972,1.788207,1.439909,0.8041369,0.2462957,0.5183962,0.804124,0.5183962,0.804124,0.5313373,0.8268276,0.5110961,0.7934916,0.188385,1,0.188385,24.21667,0,0.04747772,4,0.1899109,0.9458333,3.938889,21.47444,0.06652641,1206,983,725,21.35437,20.19299,0.03587279,41.64353,23.04275,17.76791,0.08875006
5/23/23,2:00:00,2:30:00,43,13,.,.,.,.,.,99.73267,0,.,.,24.87605,0.4449909,0.2224949,1.577947,1.083025,0.685454,0.2370026,0.4450025,0.6854791,0.4450025,0.6854791,0.4554074,0.7033454,0.4491397,0.6978262,0.09689331,1,0.09689331,9.516666,0,0,0,0,0,0,21.6389,0.01774974,1823,1500,268,22.23425,19.90454,0.03273971,51.47141,27.6513,3.664631,0.01833335
5/23/23,2:00:00,2:30:00,43,14,.,.,.,.,.,99.73267,0,.,.,24.30484,0.5030161,0.2514965,1.768947,1.276838,0.7220263,0.2264926,0.5030071,0.7220498,0.5030071,0.7220498,0.506842,0.7379727,0.506842,0.7379727,0.06490072,3,0.1947021,6.405555,4.808333,0.004211426,1,0.004211426,0.35,0,23.45465,0.01617948,1310,1357,1252,23.61557,21.88434,0.03119577,52.97057,35.14714,17.37923,0.0869445
5/23/23,2:00:00,2:30:00,43,15,.,.,.,.,.,99.73267,0,.,.,24.44295,0.329839,0.1649153,1.134583,0.9276003,0.8106933,0.2054131,0.3298017,0.810687,0.3298017,0.810687,0.3735275,0.8403025,0.3513187,0.8231102,0,0,0,0,0,0,0,0,0,0,19.34373,0.08275214,258,271,350,2.572098,2.160294,0.02191536,7.218212,87.95114,85.1749,0.4258375
5/23/23,2:00:00,2:30:00,43,16,.,.,.,.,.,99.73267,0,.,.,24.37434,0.2329688,0.1164842,0.8289184,0.557004,0.6722234,0.147126,0.2329667,0.6722312,0.2329667,0.6722312,0.2353912,0.6749997,0.2305373,0.6694447,0,0,0,0,0,0,0,0,0,0,16.89525,0.001492834,63,10,0,0.07749939,0,.,0,97.55692,94.89173,0.4745892
5/23/23,2:30:00,3:00:00,44,1,.,.,.,.,.,99.73843,0,.,.,24.03752,0.490088,0.2450479,1.718779,1.260784,0.733112,0.2169451,0.4901061,0.7331104,0.4901061,0.7331104,0.5276,0.7391854,0.4922798,0.7285812,0.06129456,2,0.1225891,10.99167,2.683333,0.04420471,4,0.1768188,0.625,6.2,22.35631,0.0357716,1060,956,867,19.86005,18.45236,0.03356386,42.42088,36.92393,20.82177,0.1041669
5/23/23,2:30:00,3:00:00,44,2,.,.,.,.,.,99.73843,0,.,.,24.23326,0.4760337,0.2380239,1.675658,1.202646,0.7172828,0.2108537,0.4760481,0.7172956,0.4760481,0.7172956,0.4971628,0.7198616,0.4955522,0.7161028,0.02456665,1,0.02456665,18.4,0,0,0,0,0,0,21.05471,0.009581911,1585,1576,922,27.35614,25.28668,0.03142032,59.30039,18.8784,4.497501,0.02250002
5/23/23,2:30:00,3:00:00,44,3,.,.,.,.,.,99.73843,0,25.65256,40.05705,24.17174,0.5474198,0.2737149,1.863074,1.610568,0.865647,0.2561458,0.5474424,0.8656399,0.5474424,0.8656399,0.55815,0.8689275,0.5578591,0.8688127,0.004821777,3,0.01446533,5.405555,4.9,0.06684367,3,0.200531,1.211111,6.908333,0,0,1218,1450,447,20.52209,18.72192,0.03474436,44.69739,34.75847,20.59967,0.1029168
5/23/23,2:30:00,3:00:00,44,4,.,.,.,.,.,99.73843,0,.,.,24.54811,0.5026357,0.251305,1.741724,1.368109,0.7843523,0.2589309,0.502623,0.7843378,0.502623,0.7843378,0.5214742,0.8077446,0.5163962,0.8044964,0.02142334,1,0.02142334,11.75,0,0.08029175,3,0.2408752,2.777778,1,22.74257,0.09001708,1468,1244,738,23.82281,21.875,0.03098038,55.58023,30.98279,11.49361,0.05749988
5/23/23,2:30:00,3:00:00,44,5,.,.,.,.,.,99.73843,0,.,.,24.81613,0.6345357,0.3172795,2.176596,1.806175,0.8288882,0.2781527,0.6345781,0.8288997,0.6345781,0.8288997,0.6836097,0.8380413,0.6834464,0.8375322,0.08711243,2,0.1742249,11.3,2.616667,0.0149231,5,0.0746155,1.093333,5.079166,21.61809,0.05955506,1871,2242,565,54.59399,53.14136,0.05215595,71.84897,14.32537,3.831205,0.01916668
5/23/23,2:30:00,3:00:00,44,6,.,.,.,.,.,99.73843,0,.,.,24.0736,0.5252547,0.2626404,1.823216,1.41858,0.7797801,0.2130207,0.525298,0.7797879,0.525298,0.7797879,0.5417332,0.7820411,0.5231805,0.7879604,0.03057861,1,0.03057861,26.9,0,0.01586914,2,0.03173828,0.7083333,13.88333,19.6147,0.00793922,1783,1854,964,37.90643,35.56543,0.0375763,71.18267,8.772903,0,0
5/23/23,2:30:00,3:00:00,44,7,.,.,.,.,.,99.73843,0,.,.,24.40309,0.2285653,0.1142859,0.8087928,0.5623589,0.697394,0.1508395,0.2285668,0.6973733,0.2285668,0.6973733,0.241551,0.6968517,0.2158749,0.6976685,0,0,0,0,0,0,0,0,0,0,19.15238,0.000310103,244,140,0,0.1929779,0,.,0,94.22543,84.39754,0.4219484
5/23/23,2:30:00,3:00:00,44,8,.,.,.,.,.,99.73843,0,.,.,24.09344,0.3049859,0.1524926,1.084074,0.7330583,0.6752592,0.1748102,0.3050055,0.6752541,0.3050055,0.6752541,0.3176902,0.6802754,0.3176902,0.6802754,0,0,0,0,0,0,0,0,0,0,20.52115,0.008937968,190,176,3,0.431488,0.1254883,0.007363712,0.9994447,92.44864,82.7318,0.4137537
5/23/23,2:30:00,3:00:00,44,9,.,.,.,.,.,99.73843,0,25.56225,41.15113,25.01461,0.4704583,0.2352306,1.619849,1.317493,0.8126659,0.2149383,0.4704608,0.8126588,0.4704608,0.8126588,0.4882196,0.838865,0.4526673,0.7864472,0,0,0,0,0,0.05023193,4,0.2009277,0.8291667,1.622222,19.68738,0.009169392,1126,837,1132,7.320313,5.072662,0.02596357,17.54581,9.994448,2.220988,0.01111111
5/23/23,2:30:00,3:00:00,44,10,.,.,.,.,.,99.73843,0,.,.,24.48782,0.5140793,0.2570391,1.76172,1.469304,0.8344226,0.2758548,0.5140713,0.834408,0.5140713,0.834408,0.5183653,0.8343307,0.5172924,0.8344717,0.3315735,2,0.663147,13.1,2.733333,0.1322021,1,0.1322021,4.416667,0,22.29684,0.02135717,1009,934,943,16.14255,14.91489,0.03238388,37.14603,29.59467,14.93615,0.0744444
5/23/23,2:30:00,3:00:00,44,11,.,.,.,.,.,99.73843,0,.,.,24.92767,0.4501964,0.2250829,1.530737,1.329692,0.8680008,0.1765751,0.4501753,0.867995,0.4501753,0.867995,0.4507843,0.8644326,0.4494261,0.8718073,0.1382751,2,0.2765502,12.45,3.133333,0.04395294,4,0.1758118,1.504167,2.688889,20.41401,0.03712204,1571,1280,1097,28.37445,26.94824,0.05385007,40.81066,9.772347,3.275958,0.0163889
5/23/23,2:30:00,3:00:00,44,12,.,.,.,.,.,99.73843,0,.,.,24.37853,0.5098821,0.2549338,1.751628,1.442017,0.8219066,0.23247,0.5098554,0.8218904,0.5098554,0.8218904,0.5269556,0.8214037,0.4768902,0.8021681,0.0953064,2,0.1906128,8.783334,3.35,0.02068481,5,0.103424,1.916667,4.058333,21.57347,0.008660397,1353,1076,988,28.48367,27.15137,0.03869971,51.9156,19.98889,3.275958,0.01625001
5/23/23,2:30:00,3:00:00,44,13,.,.,.,.,.,99.73843,0,.,.,24.83501,0.2769365,0.1384512,0.9956796,0.6253476,0.625743,0.2129209,0.2769549,0.6257266,0.2769549,0.6257266,0.3192199,0.6293287,0.3192199,0.6293287,0,0,0,0,0,0,0,0,0,0,21.57747,0.01774974,282,100,2,0.5314941,0.02249146,0.003051758,0.4441977,88.17323,68.85064,0.3443068
5/23/23,2:30:00,3:00:00,44,14,.,.,.,.,.,99.73843,0,.,.,24.29012,0.4676703,0.2338248,1.647731,1.176127,0.7148169,0.2093778,0.4676584,0.7148141,0.4676584,0.7148141,0.4688072,0.7076488,0.4678081,0.7087615,0.01016235,3,0.03048705,4.944445,5.25,0.00684611,3,0.02053833,0.5,10.04167,23.41093,0.02499609,1370,1396,1041,22.09543,20.2999,0.03173079,50.47196,35.42476,14.76957,0.07388884
5/23/23,2:30:00,3:00:00,44,15,.,.,.,.,.,99.73843,0,.,.,24.36733,0.2850512,0.1425153,0.9842835,0.7882387,0.8011045,0.1919896,0.2850722,0.8010973,0.2850722,0.8010973,0.297801,0.7958497,0.297801,0.7958497,0,0,0,0,0,0,0,0,0,0,19.20818,0,0,0,233,0,0,.,0,100,100,0.5000067
5/23/23,2:30:00,3:00:00,44,16,.,.,.,.,.,99.73843,0,.,.,24.36064,0.2296794,0.1148404,0.8150776,0.5567539,0.6840069,0.1280451,0.2296858,0.684008,0.2296858,0.684008,0.229871,0.6819108,0.2286431,0.6874382,0,0,0,0,0,0,0,0,0,0,16.90042,0.001492838,99,2,0,0.105011,0.03500366,0.005215236,0.3886729,97.55692,95.89117,0.4795893
5/23/23,3:00:00,3:30:00,45,1,.,.,.,.,.,99.74355,0,.,.,23.71288,0.4156526,0.2078353,1.454255,1.081667,0.7405908,0.2013195,0.4157082,0.7406228,0.4157082,0.7406228,0.4729745,0.7603492,0.4729745,0.7603492,0.006439209,2,0.01287842,4.316667,4.25,0,0,0,0,0,22.36324,0.04451349,453,440,336,9.076477,8.632355,0.0326175,19.93337,76.6241,70.40533,0.3520849
5/23/23,3:00:00,3:30:00,45,2,.,.,.,.,.,99.74355,0,.,.,24.52568,0.4556654,0.2278335,1.592407,1.192359,0.7511868,0.1917466,0.4556661,0.7511776,0.4556661,0.7511776,0.471845,0.7261187,0.4680223,0.7347082,0.08738708,2,0.1747742,9.558333,2.983333,0.06904602,2,0.138092,2.266667,1.233333,21.11881,0.04013655,1474,1182,968,13.20404,10.53574,0.02881186,31.14936,8.273181,2.998334,0.01500001
5/23/23,3:00:00,3:30:00,45,3,.,.,.,.,.,99.74355,0,25.65896,40.43629,24.30734,0.5179609,0.2589721,1.762846,1.523785,0.8645338,0.249406,0.5179213,0.8645357,0.5179213,0.8645357,0.5248961,0.8666591,0.5088029,0.8602575,0.01266479,1,0.01266479,9.083333,0,0.05026245,5,0.2513123,0.84,5.2,0,0,1017,1043,338,17.53424,16.29398,0.03252706,37.5347,51.69351,30.76069,0.1537498
5/23/23,3:00:00,3:30:00,45,4,.,.,.,.,.,99.74355,0,.,.,24.67828,0.5149339,0.2574694,1.784936,1.399459,0.783794,0.2460904,0.5149444,0.7838038,0.5149444,0.7838038,0.5569341,0.7923418,0.5201606,0.777931,0.008331299,1,0.008331299,1.583333,0,0.04037476,1,0.04037476,1.4,0,22.81581,0.01785863,1925,1861,622,27.28168,24.77423,0.03236345,64.07551,24.09772,11.82676,0.05916654
5/23/23,3:00:00,3:30:00,45,5,.,.,.,.,.,99.74355,0,.,.,24.89101,0.6071869,0.3036023,2.09282,1.692566,0.8092021,0.2778569,0.6071976,0.8091789,0.6071976,0.8091789,0.6145502,0.7981923,0.6142087,0.7974558,0.3792725,1,0.3792725,28.4,0,0.02457275,5,0.1228638,1.153333,3.120833,21.56736,0.03387925,2012,2210,625,61.02893,59.66943,0.05537987,75.40255,8.939478,3.109384,0.01555556
5/23/23,3:00:00,3:30:00,45,6,.,.,.,.,.,99.74355,0,.,.,24.20297,0.4883848,0.2441978,1.705125,1.283769,0.7527809,0.2111725,0.4883833,0.7527517,0.4883833,0.7527517,0.5154359,0.7603574,0.4996614,0.7521366,0.07131958,1,0.07131958,29.1,0,0.04588826,3,0.1376648,1.927778,3.725,19.6039,0.004228054,1403,1327,934,25.55188,23.61011,0.03482498,53.63687,15.38034,11.32704,0.05666655
5/23/23,3:00:00,3:30:00,45,7,.,.,.,.,.,99.74355,0,.,.,24.39258,0.2475853,0.1237985,0.872267,0.6228005,0.7137424,0.1309599,0.2475947,0.7137325,0.2475947,0.7137325,0.2597853,0.7213463,0.2589526,0.7192529,0,0,0,0,0,0,0,0,0,0,19.15131,0.000310098,338,180,7,0.4063873,0.06396484,0.004760197,0.7773459,91.33815,85.11938,0.4255597
5/23/23,3:00:00,3:30:00,45,8,.,.,.,.,.,99.74355,0,.,.,24.11664,0.3510041,0.1755234,1.240634,0.8686543,0.6978498,0.1628409,0.3510437,0.6978525,0.3510437,0.6978525,0.4066474,0.7133865,0.3876919,0.7222198,0,0,0,0,0,0,0,0,0,0,20.49022,0.00893797,722,588,902,5.677704,4.445618,0.02425244,14.43642,66.01888,46.19656,0.2308317
5/23/23,3:00:00,3:30:00,45,9,.,.,.,.,.,99.74355,0,25.56258,41.55859,25.08241,0.4689055,0.2344544,1.610445,1.327602,0.8244877,0.2092542,0.4689147,0.824488,0.4689147,0.824488,0.4742925,0.8267063,0.4718953,0.821812,0.1192017,1,0.1192017,16.65,0,0.02442932,2,0.04885864,0.3916667,0.7666667,19.71912,0.009169389,1101,520,1232,6.470245,4.826569,0.0290401,16.76846,9.994448,0,0
5/23/23,3:00:00,3:30:00,45,10,.,.,.,.,.,99.74355,0,.,.,24.28007,0.4877343,0.2438572,1.67055,1.397168,0.8362578,0.2573606,0.4877194,0.8362657,0.4877194,0.8362657,0.4911705,0.8349042,0.4802679,0.8382947,0.03192139,2,0.06384278,11.5,2.65,0.004394531,1,0.004394531,0.7,0,22.15449,0.06588256,1659,1473,440,19.46637,17.01306,0.02892926,50.19433,28.3176,7.66241,0.03819443
5/23/23,3:00:00,3:30:00,45,11,.,.,.,.,.,99.74355,0,.,.,24.8018,0.4664316,0.233219,1.593944,1.34912,0.8462076,0.1743303,0.4664544,0.8462276,0.4664544,0.8462276,0.4754537,0.8572834,0.4560378,0.8445196,0.1028137,1,0.1028137,26.41667,0,0.006698608,2,0.01339722,1.675,12.35,20.53859,0.03202241,1931,1958,918,54.65393,53.39795,0.05760647,66.5186,5.163798,0,0
5/23/23,3:00:00,3:30:00,45,12,.,.,.,.,.,99.74355,0,.,.,24.2097,0.5116524,0.2558246,1.763103,1.427802,0.8094634,0.2249834,0.5116702,0.8094802,0.5116702,0.8094802,0.5179797,0.8233067,0.5078514,0.7980433,0.04736328,2,0.09472656,12.23333,3.483333,0.07625326,3,0.2287598,2.227778,2.166667,21.47637,0.02255298,1637,1497,772,29.97748,28.24414,0.03343739,63.90894,22.98723,6.329817,0.03166669
5/23/23,3:00:00,3:30:00,45,13,.,.,.,.,.,99.74355,0,.,.,24.70231,0.2548164,0.1274121,0.9100812,0.5970257,0.6564479,0.1784235,0.2548252,0.6564501,0.2548252,0.6564501,0.2613558,0.6626026,0.2613047,0.6623237,0,0,0,0,0,0,0,0,0,0,21.51603,0.01774974,739,10,0,0.02246094,0,.,0,99.27818,98.83398,0.4941732
5/23/23,3:00:00,3:30:00,45,14,.,.,.,.,.,99.74355,0,.,.,24.51373,0.4798295,0.2399129,1.690817,1.205829,0.7124699,0.1957096,0.4798299,0.7124698,0.4798299,0.7124698,0.5024589,0.7189836,0.4741005,0.6998234,0.0304718,2,0.0609436,6.291667,5.05,0.05940247,2,0.1188049,1.633333,17.46667,23.44473,0.02728075,1302,1184,1167,17.4223,15.35257,0.03584798,40.81066,28.15103,13.4925,0.0674999
5/23/23,3:00:00,3:30:00,45,15,.,.,.,.,.,99.74355,0,.,.,24.7419,0.4123104,0.2061758,1.400265,1.223683,0.8718079,0.1905909,0.4123014,0.8718072,0.4123014,0.8718072,0.445391,0.8838816,0.425524,0.8703363,0.002960205,1,0.002960205,3.566667,0,0.1025696,4,0.4102784,0.525,5.45,19.23402,0.07610139,906,903,784,10.97176,9.539703,0.0259698,30.64964,49.75014,21.32149,0.106528
5/23/23,3:00:00,3:30:00,45,16,.,.,.,.,.,99.74355,0,.,.,24.37016,0.2293103,0.1146544,0.8144243,0.5535192,0.6808969,0.1122749,0.2293001,0.6808993,0.2293001,0.6808993,0.2329857,0.6827528,0.2241519,0.6832168,0,0,0,0,0,0,0,0,0,0,16.90558,0.001492843,152,12,0,0.2651978,0.1352081,0.005165917,1.610216,96.05774,93.33704,0.4666722
5/23/23,3:30:00,4:00:00,46,1,.,.,.,.,.,99.75072,0,.,.,23.50574,0.3391521,0.1695816,1.197749,0.8428628,0.7037183,0.1903862,0.3391586,0.7037076,0.3391586,0.7037076,0.3728639,0.7056949,0.3635091,0.6961769,0,0,0,0,0,0,0,0,0,0,22.32928,0,0,0,25,0,0,.,0,100,100,0.5000067
5/23/23,3:30:00,4:00:00,46,2,.,.,.,.,.,99.75072,0,.,.,24.34303,0.4606405,0.2303271,1.582141,1.303909,0.8249739,0.1977529,0.4606649,0.8249668,0.4606649,0.8249668,0.4840747,0.8275165,0.4497371,0.8160617,0.09338379,1,0.09338379,10.26667,0,0.1783244,3,0.5349732,2.866667,8.6,21.40516,0.1035543,1821,1680,663,21.64468,19.10043,0.03054845,46.7518,6.218767,0,0
5/23/23,3:30:00,4:00:00,46,3,.,.,.,.,.,99.75072,0,25.65935,40.28888,24.20637,0.5975448,0.2987822,2.023755,1.793367,0.8848702,0.2662127,0.5975789,0.8848793,0.5975789,0.8848793,0.6570807,0.8925062,0.6565284,0.89132,0.02264404,2,0.04528808,6.983334,9.433333,0.04395294,4,0.1758118,0.5666667,4.655556,6.216244,5.417029,1491,1364,520,26.53406,24.87677,0.03724832,53.2482,38.75625,23.26485,0.1162503
5/23/23,3:30:00,4:00:00,46,4,.,.,.,.,.,99.75072,0,.,.,24.56396,0.4637925,0.2318954,1.597886,1.295305,0.8110663,0.2500805,0.4638056,0.811087,0.4638056,0.811087,0.479773,0.813499,0.45494,0.8251676,0.01394653,1,0.01394653,11.85,0,0.05281067,2,0.1056213,0.3083333,11.86667,22.84217,0.03742393,1425,1199,590,19.76129,17.97321,0.0297507,54.46974,41.64353,18.32315,0.09166676
5/23/23,3:30:00,4:00:00,46,5,.,.,.,.,.,99.75072,0,.,.,24.93876,0.5672992,0.2836393,1.945442,1.616636,0.8299542,0.2740417,0.5672644,0.8299428,0.5672644,0.8299428,0.571251,0.8527641,0.5580031,0.8047281,0.3256531,1,0.3256531,28.68333,0,0.03752518,8,0.3002014,0.9395833,3.083333,21.82001,0.1001548,1945,2000,695,52.06653,50.84265,0.05262596,64.51971,9.161576,2.220988,0.01111111
5/23/23,3:30:00,4:00:00,46,6,.,.,.,.,.,99.75072,0,.,.,24.16194,0.472664,0.2363313,1.652707,1.233647,0.7469779,0.2141031,0.4726686,0.7469894,0.4726686,0.7469894,0.489509,0.7472484,0.4555718,0.7467827,0.06442261,1,0.06442261,24.18333,0,0.02023926,5,0.1011963,0.95,4.720833,19.5973,0.00141546,1736,1650,951,32.54541,30.76324,0.03487872,65.18601,9.328151,0,0
5/23/23,3:30:00,4:00:00,46,7,.,.,.,.,.,99.75072,0,.,.,24.37706,0.2458253,0.1229137,0.8684641,0.6098294,0.7043173,0.1293901,0.2458217,0.7043286,0.2458217,0.7043286,0.2537939,0.6994588,0.2472121,0.7122676,0,0,0,0,0,0,0,0,0,0,19.15023,0.000310096,109,90,0,0.2186584,0.009994507,0.00271225,0.2220988,93.9478,88.28428,0.4413936
5/23/23,3:30:00,4:00:00,46,8,.,.,.,.,.,99.75072,0,.,.,24.04858,0.3061074,0.1530572,1.084684,0.747787,0.6905769,0.1559853,0.3061078,0.6905731,0.3061078,0.6905731,0.3160633,0.6922864,0.3153494,0.6837674,0,0,0,0,0,0,0,0,0,0,20.45928,0.008937968,42,91,0,0.1393127,0,.,0,95.55801,83.45364,0.417365
5/23/23,3:30:00,4:00:00,46,9,.,.,.,.,.,99.75072,0,25.55584,41.36598,24.62563,0.4595392,0.2297692,1.570395,1.32917,0.8466818,0.2104758,0.4595326,0.8466999,0.4595326,0.8466999,0.473851,0.8528119,0.4738176,0.8537844,0.07217407,1,0.07217407,23.23333,0,0.05262451,5,0.2631226,0.9233333,3.0875,19.75112,0.009617976,1277,1029,821,20.42252,18.81073,0.03528636,43.53137,21.82121,3.387007,0.01694445
5/23/23,3:30:00,4:00:00,46,10,.,.,.,.,.,99.75072,0,.,.,24.33772,0.4343389,0.2171599,1.501493,1.194935,0.7927006,0.2555609,0.4343525,0.7927122,0.4343525,0.7927122,0.4704114,0.8071164,0.4293905,0.7931926,0.006011963,2,0.01202393,5.575,2.65,0.005889893,1,0.005889893,0.7833334,0,21.99095,0.03591715,1583,1569,308,17.52689,14.74268,0.02863299,45.41921,29.26152,3.942254,0.01972224
5/23/23,3:30:00,4:00:00,46,11,.,.,.,.,.,99.75072,0,.,.,24.66908,0.4689966,0.2345025,1.603867,1.352413,0.8410684,0.1775915,0.4689924,0.8410574,0.4689924,0.8410574,0.4970521,0.8500673,0.459902,0.825758,0.08236694,2,0.1647339,12.73333,2.916667,0.0840861,3,0.2522583,1.316667,8.041666,20.57212,0.001377595,2150,1910,762,57.07318,55.51678,0.05995551,65.57468,8.162132,0,0
5/23/23,3:30:00,4:00:00,46,12,.,.,.,.,.,99.75072,0,.,.,24.29382,0.4823699,0.2411889,1.666449,1.330944,0.7986158,0.2311441,0.4823826,0.7985988,0.4823826,0.7985988,0.4908881,0.8024786,0.4759835,0.7885053,0.04870605,2,0.0974121,11.06667,2.766667,0.02790833,2,0.05581666,1.583333,6.783333,21.5441,0.02508572,1345,1281,781,29.35278,28.08975,0.03711117,53.19267,31.20489,20.32204,0.1016668
5/23/23,3:30:00,4:00:00,46,13,.,.,.,.,.,99.75072,0,.,.,24.67716,0.2654901,0.1327496,0.9479092,0.6230782,0.6580371,0.1720338,0.2654931,0.6580423,0.2654931,0.6580423,0.2784394,0.6533844,0.2756729,0.6547013,0,0,0,0,0,0,0,0,0,0,21.4546,0.01774974,478,67,0,0.125,0,.,0,96.27984,92.67074,0.4633388
5/23/23,3:30:00,4:00:00,46,14,.,.,.,.,.,99.75072,0,.,.,24.38918,0.4889631,0.2444821,1.718544,1.244668,0.7239388,0.1994845,0.4889635,0.7239414,0.4889635,0.7239414,0.5113031,0.7303951,0.4928097,0.7304884,0.01039632,3,0.03118896,4.111111,7.358333,0.05438232,1,0.05438232,1.416667,0,23.48358,0.005408356,1424,1347,1097,21.48874,19.52557,0.03166623,45.36369,31.87118,13.65908,0.06833324
5/23/23,3:30:00,4:00:00,46,15,.,.,.,.,.,99.75072,0,.,.,24.87872,0.4647167,0.2323651,1.585279,1.354153,0.8549219,0.2118397,0.4647228,0.8549244,0.4647228,0.8549244,0.4864195,0.8575631,0.4724668,0.8514431,0.004058838,3,0.01217651,4.194445,3,0.02446493,3,0.07339479,0.65,3,19.46327,0.06360608,934,1035,884,13.7151,11.99896,0.03095393,33.9256,44.64186,12.71516,0.06361098
5/23/23,3:30:00,4:00:00,46,16,.,.,.,.,.,99.75072,0,.,.,24.65296,0.3618035,0.1809108,1.271325,0.9220323,0.719977,0.1269522,0.3617753,0.7199692,0.3617753,0.7199692,0.4120948,0.7325501,0.403323,0.7281762,0.06915283,1,0.06915283,15.46667,0,0.07704163,2,0.1540833,0.6416667,2.433333,16.91144,0.002583338,843,468,424,8.511765,7.518898,0.02711467,22.32093,49.25041,34.64742,0.1731939
5/23/23,4:00:00,4:30:00,47,1,.,.,.,.,.,99.74838,0,.,.,23.48528,0.313348,0.156675,1.107294,0.7763291,0.7009069,0.1742478,0.313356,0.7009029,0.313356,0.7009029,0.3203612,0.6993422,0.3063361,0.7024551,0,0,0,0,0,0,0,0,0,0,22.32928,0,0,0,2,0,0,.,0,100,100,0.5000067
5/23/23,4:00:00,4:30:00,47,2,.,.,.,.,.,99.74838,0,.,.,24.29499,0.4426149,0.2213137,1.52417,1.238845,0.812627,0.1996201,0.4426217,0.81262,0.4426217,0.81262,0.4560196,0.809541,0.4559635,0.8095689,0.01818848,2,0.03637696,11.85,2.833333,0,0,0,0,0,21.67152,0.03463095,1942,2089,730,31.86493,29.53674,0.03290584,67.1849,9.994448,4.386452,0.02194446
